Electric Emergency and Disturbance Report - 2015-2020;;;;;;
Month;Date Event Began;Time Event Began;Area Affected;Alert Criteria;Event Type;Number of Customers Affected
August;08/07/18;1:22 AM;"California: Butte County;";Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.;Natural Disaster;485
August;08/07/18;1:22 AM;"California: Butte County;";Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blocked out area or within the partial failure of an integrated electrical system.;Natural Disaster;11383
August;08/14/2018;9:00 PM;"Virginia: Hanover County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
August;08/15/2018;12:00 AM;"Missouri: Boone County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
August;08/17/2018;1:07 PM;California:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/19/2018;3:20 PM;"Utah: Box Elder County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
August;08/20/2018;10:46 PM;Louisiana:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
August;08/24/2018;12:24 PM;"Virginia: Roanoke County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
August;08/26/2018;10:00 PM;"Michigan: Muskegon County, Newaygo County, Oceana County, Mason County, Kent County, Mecosta County, Montcalm County, Isabella County, Midland County, Saginaw County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;67000
August;08/28/2018;11:41 PM;"Ohio: Montgomery County;";Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.;System Operations;0
August;08/28/2018;8:00 PM;"Michigan: Benzie County, Barry County, Grand Traverse County, Kalkaska County, Mason County, Oceana County, Muskegon County, Kent County, Newaygo County, Montcalm County, Mecosta County, Antrim County, Eaton County, Ionia County, Isabella County, Clare County, Saginaw County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;110000
August;08/29/2018;3:27 AM;"Maryland: Montgomery County; District of Columbia:";Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. OR suspicious device or activity at its Bulk Electric System control center.;Suspicious Activity;0
August;08/29/2018;12:00 AM;Illinois:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;100000
August;08/29/2018;9:00 AM;Arkansas:;Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
August;08/30/2018;12:00 PM;California:;"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.";Vandalism;0
August;08/31/2018;3:07 PM;Oregon:;Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Natural Disaster/Transmission Interruption;50000
August;08/31/2018;6:34 PM;"New York: New York County, Westchester County;";Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. OR suspicious device or activity at its Bulk Electric System control center.;Suspicious Activity;0
September;09/01/18;12:00 AM;Arkansas:;Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
September;09/05/18;1:00 PM;"California: Kern County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;Unknown
September;09/06/18;2:26 AM;"Florida: Hillsborough County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
September;09/12/18;10:00 PM;Texas:;Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Suspicious Activity;0
September;09/13/2018;8:56 PM;North Carolina: South Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;1457583
September;09/13/2018;8:30 PM;North Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;325000
September;09/15/2018;3:00 PM;"Mississippi: Forrest County;";Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;System Operations;420000
September;09/15/2018;1:05 AM;"South Carolina: Horry County, Chesterfield County, Dillon County, Georgetown County, Marlboro County, Darlington County;";Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;50100
September;09/15/2018;3:00 PM;Louisiana:;Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.;System Operations;Unknown
September;09/16/2018;8:00 AM;North Carolina: South Carolina:;Loss of electric service to more than 50,000 customers for 1 hour or more.;Severe Weather;50000
September;09/19/2018;11:00 AM;"Indiana: Benton County;";Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
September;09/20/2018;12:39 PM;"Nevada: Clark County;";Damage or destruction of its Facility that results from actual or suspected intentional human action.;Vandalism;0
September;09/22/2018;3:23 PM;"California: Los Angeles County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Natural Disaster;2500
September;09/25/2018;12:33 AM;Illinois:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
September;09/26/2018;1:54 PM;"Texas: Harris County;";Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).;Transmission Interruption;0
September;09/28/2018;6:58 PM;Ohio:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
October;10/01/18;12:44 PM;Ohio: Indiana: Michigan: Kentucky: West Virginia: Virginia:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;Unknown
October;10/03/18;7:38 AM;Illinois:;Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.;System Operations;0
October;10/04/18;6:00 AM;"Oklahoma: Osage County;";Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.;Vandalism;2089
October;10/04/18;4:01 PM;California:;"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Suspicious Activity;0
October;10/09/18;8:12 PM;"Colorado: El Paso County;";"Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more;";;
"Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.""";System Operations;0;;;;
October;10/10/18;11:59 AM;Florida: Alabama: Georgia:;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;45604
October;10/10/18;4:00 PM;Florida:;Loss of electric service to more than 50,000 customers for 1 hour or more;Severe Weather;55000
October;10/10/18;5:00 PM;Utah:;"Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems";Vandalism;0
